Business,City,State,Category,Latitude,Longitude,Price,Reviews,Rating
Super Duper Burgers,San Francisco,CA,Burgers,37.764028,-122.433706,1,1269,4
Pier Market Seafood Restaurant,San Francisco,CA,Seafood,37.80993865,-122.4105504,2,1974,4
Dinosaurs,San Francisco,CA,Vietnamese,37.76441547,-122.4318349,1,884,4
Alimento,San Francisco,CA,Gelato,37.799643,-122.409622,1,675,4.5
Black Sugar,San Francisco,CA,Tea Rooms,37.78642,-122.41032,1,593,4.5
Little Delhi,San Francisco,CA,Indian,37.78416,-122.40901,2,1898,4
Delarosa,San Francisco,CA,Italian,37.800287,-122.4391102,2,1476,4
Piccolo Forno,San Francisco,CA,Pizza,37.80136993,-122.411981,2,536,4.5
Atelier Crenn,San Francisco,CA,French,37.79833156,-122.4358795,4,701,4.5
Walzwerk,San Francisco,CA,German,37.7672658,-122.4175768,2,977,4
Oasis Grill,San Francisco,CA,Mediterranean,37.79444642,-122.3967365,2,1232,4
Pork Store Cafe,San Francisco,CA,Breakfast & Brunch,37.76997,-122.44623,2,1339,4
Rickhouse,San Francisco,CA,Cocktail Bars,37.79049683,-122.403595,2,1581,4
Roam Artisan Burgers,San Francisco,CA,Burgers,37.787682,-122.433853,2,1172,4
Press Club,San Francisco,CA,Wine Bars,37.78595317,-122.4046469,3,1176,4
Manna,San Francisco,CA,Korean,37.76384,-122.46708,2,1019,4
The Richmond,San Francisco,CA,Wine Bars,37.77702,-122.46534,3,666,4.5
Toronado,San Francisco,CA,Dive Bars,37.77183,-122.43114,1,1772,4
Cotogna,San Francisco,CA,Italian,37.7975,-122.40336,3,1410,4
Barbacco,San Francisco,CA,Italian,37.79359212,-122.3993386,2,1587,4
The Rotunda,San Francisco,CA,American (New),37.78741174,-122.4063565,3,1620,4
Greens Restaurant,San Francisco,CA,Vegetarian,37.8053224,-122.432264,3,1994,4
Little Skillet,San Francisco,CA,Soul Food,37.778851,-122.393937,2,1969,3.5
Montesacro Pinseria SF,San Francisco,CA,Pizza,37.7815976,-122.410121,2,647,4.5
Pica Pica Arepa Kitchen,San Francisco,CA,Gluten-Free,37.766409,-122.421714,2,1471,4
Gamine,San Francisco,CA,French,37.7968797,-122.4359489,2,881,4
El Metate Restaurant,San Francisco,CA,Mexican,37.75567453,-122.4096238,1,1095,4
Butter,San Francisco,CA,Dive Bars,37.771019,-122.413343,1,1120,4
Zeitgeist,San Francisco,CA,Dive Bars,37.77003,-122.4221,1,2623,3.5
The American Grilled Cheese Kitchen,San Francisco,CA,Breakfast & Brunch,37.782229,-122.392869,2,1492,4
Eiji,San Francisco,CA,Sushi Bars,37.764058,-122.430685,2,1071,4
Palmyra,San Francisco,CA,Mediterranean,37.771851,-122.433937,1,844,4
Pizzeria Delfina - Pacific Heights,San Francisco,CA,Pizza,37.789104,-122.434441,2,1460,4
Hunan Home's Restaurant,San Francisco,CA,Chinese,37.79640579,-122.4056549,2,2098,4
Piccino,San Francisco,CA,Italian,37.75762,-122.38992,2,1379,4
Picaro,San Francisco,CA,Spanish,37.76513,-122.42245,2,1532,4
Perilla,San Francisco,CA,Vietnamese,37.76415,-122.46711,2,1248,4
Wooly Pig,San Francisco,CA,Sandwiches,37.76066216,-122.3884211,1,645,4.5
Patxi's Pizza,San Francisco,CA,Pizza,37.77649,-122.425,2,2229,3.5
Roma Antica,San Francisco,CA,Italian,37.79989,-122.4408,2,517,4.5
Prospect,San Francisco,CA,American (New),37.78995261,-122.390914,3,1543,4
Basil Thai Restaurant & Bar,San Francisco,CA,Thai,37.7753334,-122.4091797,2,1481,4
My Tofu House,San Francisco,CA,Korean,37.7806563,-122.4691286,2,1639,4
The New Spot On Polk,San Francisco,CA,Breakfast & Brunch,37.798839,-122.422409,2,580,4.5
Fat Angel,San Francisco,CA,Bars,37.78338529,-122.4331856,2,815,4
Mozzeria,San Francisco,CA,Pizza,37.76489,-122.42488,2,766,4.5
Good Luck Dim Sum,San Francisco,CA,Dim Sum,37.78307724,-122.4672012,1,1556,4
Mikkeller Bar,San Francisco,CA,Gastropubs,37.783976,-122.408981,2,1203,4
Wako Japanese Restaurant,San Francisco,CA,Japanese,37.78283,-122.46148,4,529,4.5
Tín Vietnamese Cuisine,San Francisco,CA,Vietnamese,37.780772,-122.40568,2,1235,4
Beanstalk Cafe,San Francisco,CA,Coffee & Tea,37.79015176,-122.4092884,1,828,4
Vive La Tarte,San Francisco,CA,Bakeries,37.7769811,-122.4109073,2,528,4.5
CoffeeShop,San Francisco,CA,Coffee & Tea,37.747,-122.41865,2,343,4.5
The Hidden Vine,San Francisco,CA,Wine Bars,37.79555,-122.40072,2,787,4.5
SPQR,San Francisco,CA,Italian,37.78725,-122.43376,3,1933,3.5
Crab House at Pier 39,San Francisco,CA,Seafood,37.80942689,-122.4103653,3,2177,3.5
Hinata,San Francisco,CA,Sushi Bars,37.78324,-122.42048,4,459,4.5
Gott's Roadside,San Francisco,CA,Ice Cream & Frozen Yogurt,37.79617861,-122.3941098,2,2639,3.5
"La Boulangerie de San Francisco, Pine",San Francisco,CA,Bakeries,37.78762,-122.43403,1,748,4.5
Bouche,San Francisco,CA,French,37.79020106,-122.4073613,3,760,4.5
Serpentine,San Francisco,CA,American (New),37.75810027,-122.3881888,2,1507,4
Sanraku,San Francisco,CA,Japanese,37.7889514,-122.4124289,2,1651,4
Udupi Palace,San Francisco,CA,Indian,37.75667,-122.42091,2,1341,4
Mazarine Coffee,San Francisco,CA,Coffee & Tea,37.78757998,-122.4040565,2,763,4
Ananda Fuara,San Francisco,CA,Vegetarian,37.77798,-122.4162,2,1067,4
a Mano,San Francisco,CA,Italian,37.77696388,-122.4238685,2,813,4
Hopwater Distribution,San Francisco,CA,American (Traditional),37.78995385,-122.411339,2,697,4.5
Thai Idea Vegetarian,San Francisco,CA,Thai,37.7834938,-122.4190575,2,719,4.5
Carmel Pizza Company,San Francisco,CA,Pizza,37.80759703,-122.4173284,2,787,4.5
Cafe Bunn Mi,San Francisco,CA,Vietnamese,37.78273,-122.46369,1,1192,4
Joe's Ice Cream,San Francisco,CA,Ice Cream & Frozen Yogurt,37.78077,-122.47777,1,823,4
San Francisco's Hometown Creamery,San Francisco,CA,Ice Cream & Frozen Yogurt,37.7643108,-122.4661588,1,725,4
Bluestem Brasserie,San Francisco,CA,Brasseries,37.785985,-122.404921,3,1673,4
Marnee Thai,San Francisco,CA,Thai,37.76311,-122.4818,2,1775,4
Kingdom of Dumpling,San Francisco,CA,Dim Sum,37.74246003,-122.4846341,1,2034,3.5
Chloe's Cafe,San Francisco,CA,Breakfast & Brunch,37.74863512,-122.4269552,2,982,4
Capo's by Tony Gemignani,San Francisco,CA,Italian,37.7985156,-122.4084149,2,780,4.5
Cha-Ya,San Francisco,CA,Japanese,37.760753,-122.421787,2,1169,4
Miyako Old Fashioned Ice Cream,San Francisco,CA,Ice Cream & Frozen Yogurt,37.78309914,-122.432462,1,327,4.5
The Grove Yerba Buena,San Francisco,CA,Sandwiches,37.786555,-122.401971,2,1912,3.5
Ozumo,San Francisco,CA,Sushi Bars,37.79266872,-122.3923726,3,2122,3.5
In-N-Out Burger,San Francisco,CA,Fast Food,37.80775,-122.41853,1,1800,4
Original Joe's,San Francisco,CA,Italian,37.80021,-122.40945,2,1373,4
Burma Love,San Francisco,CA,Burmese,37.76961,-122.42205,2,1107,4
Tselogs,San Francisco,CA,Filipino,37.78656,-122.41295,1,575,4.5
The Pink Elephant Alibi,San Francisco,CA,American (New),37.78682,-122.40049,2,1176,4
Beard Papa's,San Francisco,CA,Bakeries,37.784534,-122.406556,1,1020,4
Nob Hill Cafe,San Francisco,CA,Italian,37.793182,-122.412648,2,1306,4
Arizmendi Bakery,San Francisco,CA,Bakeries,37.75255792,-122.4210748,1,601,4.5
Sushi Time,San Francisco,CA,Japanese,37.76455,-122.43206,2,704,4
Pläj Scandinavian Restaurant & Bar,San Francisco,CA,Scandinavian,37.7787285,-122.4222183,3,659,4
Town Hall,San Francisco,CA,American (New),37.7895383,-122.3949794,3,1929,3.5
Michael Mina,San Francisco,CA,Middle Eastern,37.7934609,-122.3996416,4,1198,4
Saint Frank Coffee,San Francisco,CA,Coffee & Tea,37.798473,-122.422026,1,656,4.5
Twenty Five Lusk,San Francisco,CA,American (New),37.778506,-122.394342,3,1418,4
Lombard Street,San Francisco,CA,Local Flavor,37.80209576,-122.4188353,1,753,4
Myriad Gastropub,San Francisco,CA,Gastropubs,37.757248,-122.418733,2,583,4.5
Omakase,San Francisco,CA,Sushi Bars,37.77067191,-122.4028886,4,438,4.5
Taqueria Guadalajara,San Francisco,CA,Mexican,37.72129074,-122.437459,1,927,4
Farallon,San Francisco,CA,Seafood,37.78832916,-122.4093117,3,1583,4
Live Sushi Bar,San Francisco,CA,Sushi Bars,37.764681,-122.4036308,2,1228,4
Volcano,San Francisco,CA,Japanese Curry,37.78067,-122.47802,1,1114,4
Urban Ritual,San Francisco,CA,Bubble Tea,37.77576,-122.42585,1,468,4.5
St. Francis Fountain,San Francisco,CA,Breakfast & Brunch,37.7527199,-122.40834,2,1161,4
Bandit,San Francisco,CA,Burgers,37.7864,-122.41451,2,362,4.5
15 Romolo,San Francisco,CA,Tapas/Small Plates,37.7981914,-122.4063459,2,1056,4
Home Plate,San Francisco,CA,Breakfast & Brunch,37.800044,-122.437191,2,1082,4
Mr Pollo,San Francisco,CA,American (New),37.7518828,-122.4183969,2,587,4.5
Hard Knox Cafe,San Francisco,CA,Soul Food,37.78222,-122.48574,2,1668,3.5
El Castillito,San Francisco,CA,Mexican,37.76887438,-122.4292374,2,835,4
Canela Bistro & Wine Bar,San Francisco,CA,Spanish,37.764878,-122.432438,2,620,4
Plentea - San Francisco,San Francisco,CA,Tea Rooms,37.79142644,-122.404249,1,1922,3.5
Arinell Pizza,San Francisco,CA,Pizza,37.76469072,-122.4217121,1,1145,4
Golden Era Vegan Restaurant,San Francisco,CA,Vegan,37.78147345,-122.4168358,2,607,4.5
Nojo Ramen Tavern,San Francisco,CA,Ramen,37.77669,-122.42151,2,773,4
Pacific Catch,San Francisco,CA,Seafood,37.76567,-122.46619,2,1751,3.5
Pazzia Ristorante Italiano,San Francisco,CA,Italian,37.78341516,-122.398017,2,961,4
House of Nanking,San Francisco,CA,Chinese,37.79649,-122.405392,2,3341,3.5
Breakfast at Tiffany's,San Francisco,CA,Diners,37.73045383,-122.404732,2,853,4
Bursa,San Francisco,CA,Middle Eastern,37.74036,-122.46674,2,775,4
Shalimar,San Francisco,CA,Pakistani,37.78627228,-122.4129461,2,1412,4
The Yellow Submarine,San Francisco,CA,Sandwiches,37.76402,-122.46337,1,891,4
Cafe de Casa,San Francisco,CA,Coffee & Tea,37.8061099,-122.41892,2,382,4.5
Daeho Kalbijjim & Beef Soup,San Francisco,CA,Korean,37.78601,-122.42858,2,470,4.5
Curry Leaf,San Francisco,CA,Indian,37.80308,-122.41452,2,609,4.5
Firenze by Night Ristorante,San Francisco,CA,Italian,37.79887,-122.4091,2,986,4
La Palma Mexicatessen,San Francisco,CA,Mexican,37.75297,-122.40994,1,625,4.5
Phat Philly,San Francisco,CA,Sandwiches,37.75224,-122.42037,2,1012,4
New Eritrea Restaurant & Bar,San Francisco,CA,Ethiopian,37.76384,-122.46764,2,724,4
Haight Street Market,San Francisco,CA,Grocery,37.77021,-122.44758,2,462,4.5
Lahore Karahi,San Francisco,CA,Indian,37.78568,-122.4149,1,1403,4
Jane on Fillmore,San Francisco,CA,Coffee & Tea,37.78934,-122.43423,2,969,4
Nihon Whisky Lounge,San Francisco,CA,Japanese,37.768697,-122.41529,3,1381,3.5
Mona Lisa Restaurant,San Francisco,CA,Italian,37.798371,-122.407778,2,1596,4
Ace Wasabi  Rock-N-Roll Sushi,San Francisco,CA,Sushi Bars,37.80016,-122.43813,2,885,4
Magnolia Haight,San Francisco,CA,Breweries,37.7703644,-122.4451952,2,1773,3.5
Pier 39,San Francisco,CA,Local Flavor,37.8087272,-122.4097766,1,1319,4
The Progress,San Francisco,CA,American (New),37.7836799,-122.43296,4,846,4
Velvet Cantina,San Francisco,CA,Mexican,37.753802,-122.419701,2,1225,4
Beard Papa's,San Francisco,CA,Bakeries,37.78543,-122.40436,1,1027,4
Destino,San Francisco,CA,Latin American,37.7712546,-122.4237757,2,1179,4
Frena Bakery and Cafe,San Francisco,CA,Bakeries,37.780321,-122.408274,2,382,4.5
The Fly Trap,San Francisco,CA,Bars,37.78535,-122.397074,3,968,4
Miette,San Francisco,CA,Candy Stores,37.77635322,-122.4246921,2,692,4
House of Thai,San Francisco,CA,Thai,37.7862824,-122.4183383,2,1331,4
Capannina,San Francisco,CA,Italian,37.7977488,-122.4291735,3,815,4
The Baked Bear,San Francisco,CA,Ice Cream & Frozen Yogurt,37.8072919,-122.417122,1,397,4.5
VeganBurg,San Francisco,CA,Vegan,37.77017,-122.44646,2,753,4
Pink Onion,San Francisco,CA,Pizza,37.76871,-122.41482,2,341,4.5
Aslam's Rasoi,San Francisco,CA,Indian,37.7563,-122.42088,2,921,4
Teds Market & Deli,San Francisco,CA,Delis,37.77287,-122.41623,1,468,4.5
Trick Dog,San Francisco,CA,Cocktail Bars,37.75917279,-122.4112384,2,797,4
Eats,San Francisco,CA,American (Traditional),37.7832999,-122.45988,2,1120,4
FK Frozen Custard Truck,San Francisco,CA,Ice Cream & Frozen Yogurt,37.771428,-122.43515,1,328,4.5
Grubbin',San Francisco,CA,Sandwiches,37.7429221,-122.4812913,1,461,4.5
The Mill,San Francisco,CA,Coffee & Tea,37.77648015,-122.43775,2,1108,4
Blackbird,San Francisco,CA,Bars,37.76735528,-122.4294701,2,685,4
Hong Kong Lounge,San Francisco,CA,Dim Sum,37.780671,-122.476619,2,1586,3.5
Marcella's Lasagneria,San Francisco,CA,Italian,37.7580376,-122.3890908,2,359,4.5
IPOT,San Francisco,CA,Chinese,37.76387996,-122.4732102,2,954,4
Freshroll Vietnamese Rolls & Bowls,San Francisco,CA,Vietnamese,37.78393513,-122.4033701,2,1175,4
Lao Table,San Francisco,CA,Laotian,37.78751373,-122.3987198,2,937,4
Noe Valley Bakery,San Francisco,CA,Bakeries,37.75121,-122.4334,2,723,4
Chisme Cantina,San Francisco,CA,Tacos,37.78862,-122.41483,2,376,4.5
"Hey, Cookie!",San Francisco,CA,Desserts,37.75743866,-122.4193726,1,191,5
Kitchen Istanbul,San Francisco,CA,Greek,37.782849,-122.46321,2,466,4.5
Caffe Greco,San Francisco,CA,Coffee & Tea,37.798918,-122.4084483,1,1004,4
De Afghanan Kabob House,San Francisco,CA,Afghan,37.78577,-122.420359,2,538,4.5
Campton Place,San Francisco,CA,American (New),37.78910306,-122.4066977,4,728,4
jū-ni,San Francisco,CA,Japanese,37.77653,-122.43883,4,294,4.5
Cassava,San Francisco,CA,American (New),37.77564316,-122.4964766,2,842,4
Poc-Chuc,San Francisco,CA,Latin American,37.765643,-122.417139,2,526,4.5
Domo,San Francisco,CA,Sushi Bars,37.77586,-122.42631,2,885,4
Delarosa,San Francisco,CA,Pizza,37.78561789,-122.4045166,2,1157,4
West of Pecos,San Francisco,CA,American (Traditional),37.76402,-122.4221,2,969,4
Rhea's Deli & Market,San Francisco,CA,Delis,37.759861,-122.4215622,1,601,4
Sakesan Sushi & Bistro,San Francisco,CA,Japanese,37.7830954,-122.466049,2,1038,4
Trattoria da Vittorio - San Francisco,San Francisco,CA,Italian,37.73933,-122.46775,2,683,4
Cafe du Soleil,San Francisco,CA,French,37.78326745,-122.397891,2,391,4.5
Padrecito,San Francisco,CA,Mexican,37.7656775,-122.4500746,2,893,4
EPIC Steak,San Francisco,CA,Steakhouses,37.79081791,-122.389449,3,2208,3.5
Californios,San Francisco,CA,Mexican,37.75566688,-122.4169488,4,279,4.5
San Jalisco,San Francisco,CA,Mexican,37.75865,-122.41668,2,761,4
M.Y. China,San Francisco,CA,Chinese,37.784236,-122.406566,2,1616,3.5
Good Luck Cafe and Deli,San Francisco,CA,Delis,37.793838,-122.404846,1,403,4.5
La Corneta Taqueria,San Francisco,CA,Mexican,37.734085,-122.434144,2,1085,4
Mi Lindo Perú,San Francisco,CA,Peruvian,37.74509354,-122.420391,2,718,4
Keeva Indian Kitchen,San Francisco,CA,Indian,37.78287802,-122.4690229,2,465,4.5
Pacific Cocktail Haven,San Francisco,CA,Cocktail Bars,37.78906867,-122.4097557,2,362,4.5
Sixth Course,San Francisco,CA,Desserts,37.7668797,-122.4186656,2,359,4.5
Monsieur Benjamin,San Francisco,CA,French,37.77749,-122.42356,3,900,4
The Cavalier,San Francisco,CA,American (New),37.78334565,-122.4068362,3,1004,4
Cha Cha Cha,San Francisco,CA,Bars,37.75971006,-122.4189119,2,1933,3.5
Sodini's Green Valley Restaurant,San Francisco,CA,Italian,37.79981,-122.40763,2,895,4
Stacks,San Francisco,CA,American (Traditional),37.77651707,-122.4247906,2,1623,3.5
Shabu Club,San Francisco,CA,Japanese,37.78256914,-122.469567,2,733,4
Mersea,San Francisco,CA,American (Traditional),37.82257193,-122.3758539,2,540,4.5
Tonga Room & Hurricane Bar,San Francisco,CA,Asian Fusion,37.79242251,-122.4097159,3,2644,3.5
Causwells,San Francisco,CA,American (New),37.80013427,-122.4419839,2,714,4
Pluto's,San Francisco,CA,Sandwiches,37.764082,-122.464775,2,1175,4
Levain Bakery,New York,NY,Bakeries,40.77994046,-73.98028255,2,7772,4.5
The Halal Guys,New York,NY,Food Stands,40.76175596,-73.97922993,1,9251,4
Ippudo NY,New York,NY,Ramen,40.73092,-73.99015,2,9847,4
Katz's Delicatessen,New York,NY,Delis,40.722237,-73.98743,2,11703,4
Bibble & Sip,New York,NY,Coffee & Tea,40.76282,-73.98518,1,4591,4.5
Los Tacos No.1,New York,NY,Tacos,40.7425547,-74.0060838,1,2816,4.5
Best Bagel & Coffee,New York,NY,Bagels,40.7522683,-73.9910861,1,3071,4.5
Burger & Lobster,New York,NY,Seafood,40.74007,-73.99344,2,5273,4
Gramercy Tavern,New York,NY,American (New),40.738527,-73.988417,4,2819,4.5
Le Bernardin,New York,NY,French,40.761557,-73.981763,4,2458,4.5
LoveMama,New York,NY,Thai,40.7303859,-73.9860613,2,4569,4.5
Two Little Red Hens,New York,NY,Bakeries,40.777528,-73.9517869,2,2509,4.5
Shake Shack,New York,NY,Burgers,40.74140002,-73.98815019,2,5551,4
Thai Villa,New York,NY,Thai,40.73902,-73.99065,2,2883,4.5
Jacob's Pickles,New York,NY,Comfort Food,40.78665044,-73.97552848,2,3891,4
Prince Street Pizza,New York,NY,Pizza,40.72290877,-73.99448633,1,3122,4.5
Club A Steakhouse,New York,NY,Steakhouses,40.76006,-73.96557,3,2679,4.5
Totto Ramen,New York,NY,Ramen,40.76444,-73.98759,2,5347,4
Ippudo Westside,New York,NY,Ramen,40.76344,-73.98661,2,3570,4
Doughnut Plant,New York,NY,Donuts,40.71639449,-73.98860986,2,3173,4.5
Del Frisco's Double Eagle Steakhouse,New York,NY,Steakhouses,40.759412,-73.982221,4,2864,4.5
Los Tacos No.1,New York,NY,Tacos,40.7575067,-73.9877717,1,1467,4.5
Buddakan,New York,NY,Chinese,40.74227627,-74.0048001,3,3861,4
Clinton Street Baking Company,New York,NY,Bakeries,40.721128,-73.983933,2,4849,4
Eataly NYC Flatiron,New York,NY,Italian,40.74195878,-73.98971666,2,5374,4
Eleven Madison Park,New York,NY,American (New),40.74169074,-73.98720749,4,2089,4.5
Amélie,New York,NY,French,40.7327,-73.99766,2,2563,4.5
Per Se,New York,NY,French,40.76815289,-73.98276296,4,1600,4.5
Dominique Ansel Bakery,New York,NY,Bakeries,40.72522,-74.00291,2,4313,4
Up Thai,New York,NY,Thai,40.76982759,-73.95763309,2,2122,4.5
Daniel,New York,NY,French,40.76677368,-73.967607,4,1549,4.5
Junior's Restaurant & Bakery - 45th St.,New York,NY,Bakeries,40.75826627,-73.98654,2,4368,4
Taiyaki NYC,New York,NY,Ice Cream & Frozen Yogurt,40.71789,-73.9988,1,2757,4.5
Russ & Daughters,New York,NY,Bagels,40.722589,-73.98828283,2,2092,4.5
Spot Dessert Bar,New York,NY,Desserts,40.72939,-73.98892,2,2874,4
Lombardi's Pizza,New York,NY,Pizza,40.7215935,-73.9955956,2,5964,4
Joe's Shanghai,New York,NY,Shanghainese,40.71466914,-73.99776022,2,5941,4
Izakaya MEW,New York,NY,Tapas Bars,40.75018531,-73.98632035,2,2167,4
Carmine's Italian Restaurant - Times Square,New York,NY,Italian,40.75749558,-73.98668445,2,3585,4
ABC Kitchen,New York,NY,American (New),40.738085,-73.989472,3,2919,4
Chinatown Ice Cream Factory,New York,NY,Ice Cream & Frozen Yogurt,40.715452,-73.99818,1,2677,4
Upstate,New York,NY,Seafood,40.72631391,-73.9864902,2,1784,4.5
Bengal Tiger Indian Food,New York,NY,Indian,40.763167,-73.977131,2,1723,4.5
Ladurée Madison Ave,New York,NY,Macarons,40.77077023,-73.96637607,3,1858,4.5
Morimoto,New York,NY,Japanese,40.74332,-74.00713,4,2990,4
Pure Thai Cookhouse,New York,NY,Thai,40.764291,-73.988159,2,2456,4
Jean-Georges,New York,NY,French,40.76911227,-73.98142907,4,1857,4.5
Ess-a-Bagel,New York,NY,Bakeries,40.75630056,-73.9703701,1,3400,4
Caracas Arepa Bar,New York,NY,Venezuelan,40.7269655,-73.9854223,2,2539,4
Grace Street,New York,NY,Coffee & Tea,40.74785768,-73.98655906,2,2297,4
Angel's Share,New York,NY,Cocktail Bars,40.72970975,-73.98914922,2,2063,4.5
Keens Steakhouse,New York,NY,Steakhouses,40.75071,-73.98652,4,2454,4
Molly's Cupcakes,New York,NY,Bakeries,40.73014,-74.00248,2,1623,4.5
Doughnut Plant,New York,NY,Donuts,40.7444886,-73.9969095,2,2455,4
L'Artusi,New York,NY,Italian,40.733714,-74.005068,3,1751,4.5
Wafels & Dinges,New York,NY,Belgian,40.73928452,-73.99893188,1,1532,4.5
Mamoun's Falafel,New York,NY,Middle Eastern,40.7302874,-74.0004383,1,2344,4
Rice To Riches,New York,NY,Desserts,40.721845,-73.995802,2,2971,4
Anytime,New York,NY,Korean,40.74779,-73.98674,2,918,5
Marea,New York,NY,Italian,40.76742137,-73.98105544,4,1969,4
Cafe Habana,New York,NY,Cuban,40.722998,-73.994171,2,3121,4
Bea,New York,NY,American (New),40.7591968,-73.9923361,2,2380,4
Sushi Yasuda,New York,NY,Japanese,40.75113,-73.97347,3,2075,4
Dutch Freds,New York,NY,Cocktail Bars,40.76071,-73.98793,2,1380,4.5
Rubirosa,New York,NY,Italian,40.72275,-73.99622,2,2038,4.5
Eileen's Special Cheesecake,New York,NY,Bakeries,40.7215432,-73.9972332,1,1563,4.5
Artichoke Basille's Pizza,New York,NY,Pizza,40.73211246,-73.98390568,1,3882,4
Beauty & Essex,New York,NY,American (New),40.72037,-73.98677,3,3369,4
Thursday Kitchen,New York,NY,Korean,40.7275,-73.9838,2,1242,4.5
Sakagura,New York,NY,Japanese,40.7516467,-73.97294893,3,1756,4
Taim West Village,New York,NY,Vegetarian,40.73600238,-74.00195884,1,1501,4.5
Barn Joo 35,New York,NY,Korean,40.74964,-73.98582,2,1728,4.5
Top Thai Greenwich,New York,NY,Thai,40.72977,-73.99939,2,1239,4.5
B Side Pizza & Wine Bar,New York,NY,Pizza,40.76394,-73.9883399,2,1061,4.5
NY Pizza Suprema,New York,NY,Pizza,40.75020599,-73.99532318,1,1898,4
The Boil,New York,NY,Cajun/Creole,40.71974,-73.99339,2,1840,4.5
Tony's Di Napoli,New York,NY,Italian,40.75641,-73.98547,2,1999,4
Woorijip,New York,NY,Korean,40.74747,-73.98648,1,2578,4
Scarpetta,New York,NY,Italian,40.744509,-73.9856,3,1851,4
Saigon Shack,New York,NY,Sandwiches,40.72969,-74.000629,1,2312,4
Sugar Sweet Sunshine Bakery,New York,NY,Bakeries,40.719851,-73.987011,1,2032,4
Gotham Bar and Grill,New York,NY,American (New),40.734186,-73.993696,4,1563,4.5
Jane,New York,NY,Breakfast & Brunch,40.72732,-74.00026,2,3098,4
ilili,New York,NY,Mediterranean,40.74435,-73.98778,3,2326,4
Trattoria Trecolori,New York,NY,Italian,40.75998,-73.98671,2,2247,4
Joe's Pizza,New York,NY,Pizza,40.730655,-74.002189,1,2403,4
Tanner Smiths,New York,NY,Cocktail Bars,40.76442,-73.98169,2,1598,4.5
Schmackary's,New York,NY,Desserts,40.76015388,-73.99094426,1,1909,4
Soft Swerve,New York,NY,Ice Cream & Frozen Yogurt,40.71822331,-73.99114899,1,1565,4.5
